position,title,phone,website_link,displayed_link,ad_link,tracking_link,snippet,sitelinks_title_1,sitelinks_title_2,sitelinks_title_3,sitelinks_title_4,sitelinks_link_1,sitelinks_link_2,sitelinks_link_3,sitelinks_link_4,data_scrap,keyword,location
2,Large Murano glass chandeliers - Important famous chandelier,,https://www.vetreriaartisticarosa.it/en/,https://www.vetreriaartisticarosa.it/classic/chandeliers,,https://www.google.com/aclk?sa=l&ai=DChcSEwi-m7XEne38AhVOyZQJHeGoBEgYABARGgJ5bQ&ae=2&sig=AOD64_13PYKAZuJ23ZMC6NHPbF819nbZPQ&q&adurl,The glass masters of the Rosa family produce the chandeliers by hand as they once did. We...,,,,,,,,,2023-01-29,designer lighting,"Dubai,Dubai,United Arab Emirates"
3,Modern Designer Lighting and Lamps Online | LampTwist,,https://lamptwist.com/,https://www.lamptwist.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwi-m7XEne38AhVOyZQJHeGoBEgYABATGgJ5bQ&ae=2&sig=AOD64_0gHsTnXuOPTQmKfzMavFlRENqrfg&q&adurl,We offer different brands that would perfectly suit your taste. Get your own Designer...,,,,,,,,,2023-01-29,designer lighting,"Dubai,Dubai,United Arab Emirates"
1,Shop | AMP Lighting,,https://www.amplighting.com/shop,https://www.amplighting.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwiI3tbFne38AhVxLa0GHWTuBfUYABACGgJwdg&ae=2&sig=AOD64_0ZjvJIDfyoEoqJAL4i2siOEOWf1g&q&adurl,"Durable Construction, Robust Circuitry, And Protection From The Elements. Enjoy...",Clearance/Overstock Deals,Find an AMP® Pro,,,https://www.amplighting.com/shop/clearance,https://www.amplighting.com/learn/find-an-amp-pro,,,2023-01-29,designer lighting,"New York,New York,United States"
2,High End Designer Lighting - Italian Designer Lighting,,https://www.nellavetrina.com/,https://www.nellavetrina.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwiI3tbFne38AhVxLa0GHWTuBfUYABAYGgJwdg&ae=2&sig=AOD64_0iBR3kVS638PVu_k08ftX5eHDcSQ&q=&ved=2ahUKEwjy6czFne38AhXHGEQIHTqiA8sQh78CegQIBhAB&adurl=,"Traditional Italian lighting, stunning chandeliers straight from Venetian Murano...",,,,,,,,,2023-01-29,designer lighting,"New York,New York,United States"
3,"Find Designer Lighting - Better Lighting, Better Living",,https://www.lumens.com/lighting.html,https://www.lumens.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwiI3tbFne38AhVxLa0GHWTuBfUYABAEGgJwdg&ae=2&sig=AOD64_0cgJBzcthB5veSKsw8j2LkynuxXQ&q&adurl,"More than 30,000 Designs from 350+ Global Brands - Exclusives Available Only at Lumens",,,,,,,,,2023-01-29,designer lighting,"New York,New York,United States"
4,Luxury Italian Lighting with Exquisite Designs | Artemest,,https://artemest.com/categories/lighting,https://www.artemest.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwiI3tbFne38AhVxLa0GHWTuBfUYABAAGgJwdg&ae=2&sig=AOD64_3IH3rI7YS2aq4jm2bp6fOAXnFg_g&q&adurl,Worldwide shipping with impeccable service. Explore a range of Italian lighting that are...,,,,,,,,,2023-01-29,designer lighting,"New York,New York,United States"
5,About Us – Foundry Lighting,,https://www.foundrylighting.com/pages/about-us,https://www.foundrylighting.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwiI3tbFne38AhVxLa0GHWTuBfUYABABGgJwdg&ae=2&sig=AOD64_3uKTGgMj-hNcB7C-88cKLHKkLFUw&q&adurl,"Shop Designer, Modern, Luxury Lighting Only From Foundry Lighting. Free S/H & No Restock Fee On All Orders. Zero Hassle Returns. Shop Online! No Restock Fee. Trade Discount Pricing. Free Shipping. ‎Wall Sconces · ‎Ceiling Lights · ‎Contact Us · ‎About Us · ‎Table Lamps · ‎Modern Lighting",Wall Sconces,Ceiling Lights,Contact Us,About Us,https://www.foundrylighting.com/collections/wall-sconces,https://www.foundrylighting.com/collections/ceiling-lights/type_chandelier,https://www.foundrylighting.com/pages/contact,https://www.foundrylighting.com/pages/about-us,2023-01-29,designer lighting,"New York,New York,United States"
1,Lampemesteren.com - Exclusive designer lamps,,https://www.lampemesteren.com/chandeliers/,https://www.lampemesteren.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwjjpOncn-38AhWGuMgKHTXqAH8YABACGgJxdQ&ae=2&sig=AOD64_2mDbz_bP4hKxIm2GaR9L1J9JrDJg&q&adurl,All famous designer lamps. Always cheapest: 100% price-match guarantee on everything.,Chandeliers,Pendants,Ceiling Lamps,Floor Lamps,https://www.lampemesteren.com/chandeliers/,https://www.lampemesteren.com/pendants/,https://www.lampemesteren.com/ceiling-lamps/,https://www.lampemesteren.com/floor-lamps/,2023-01-29,designer chandeliers,"Istanbul,Istanbul,Turkey"
2,AA Czech Glass.com - Bohemia Crystal ® Lights,,https://www.aaczechglass.com/,https://www.aaczechglass.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwjjpOncn-38AhWGuMgKHTXqAH8YABABGgJxdQ&ae=2&sig=AOD64_3A3ecUVf3WlxveJDTZCnY0bOBQfg&q&adurl,Directly from producer. The world's best quality. The best Bohemian crystal chandeliers. We...,,,,,,,,,2023-01-29,designer chandeliers,"Istanbul,Istanbul,Turkey"
3,"Interior Lighting | Shop Pendant Lights, Chandeliers & More",,https://www.avenila.com/collections/lighting,https://www.avenila.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwjjpOncn-38AhWGuMgKHTXqAH8YABAEGgJxdQ&ae=2&sig=AOD64_2gf937QzofOrcbjOZ90FidAMtACQ&q&adurl,"Modern and sleek designs at wholesale prices. Shop chandeliers, outdoor lights and more...",,,,,,,,,2023-01-29,designer chandeliers,"Istanbul,Istanbul,Turkey"
4,3-Light Chandeliers | Barn Light Electric,,https://www.barnlight.com/lighting-old/barn-lights/chandeliers/3-light-chandeliers/,https://www.barnlight.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwjjpOncn-38AhWGuMgKHTXqAH8YABAFGgJxdQ&ae=2&sig=AOD64_19odO4BsHBIy5l9QkZYandjc2TRw&q&adurl,"America's Leading Manufacturer of Vintage-inspired Lighting. Barn Light Electric | An American lighting manufacturer. Styles: Barn Lights, Gooseneck Lighting, Schoolhouse Lights, 1900 Era Lights, Garage & Sign Lighting. ‎Outdoor & Exterior Lights · ‎Chandeliers · ‎Antique Lighting · ‎Ceiling Pendants · ‎Wall Sconces",Outdoor & Exterior Lights,Chandeliers,Antique Lighting,Ceiling Pendants,https://www.barnlight.com/lighting/outdoor-lights/,https://www.barnlight.com/lighting/ceiling-lights/chandeliers/,https://www.barnlight.com/lighting-old/barn-lights/antique/,https://www.barnlight.com/lighting/ceiling-lights/,2023-01-29,designer chandeliers,"Istanbul,Istanbul,Turkey"
5,Chandeliers – Page 2 – True Treasures Inc,,https://shop.truetreasuresinc.com/collections/chandelier?page=2,https://shop.truetreasuresinc.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwjjpOncn-38AhWGuMgKHTXqAH8YABAAGgJxdQ&ae=2&sig=AOD64_3AsHyg-d9Jiaqbr6j1zPKvtyQr-Q&q&adurl,"Authentic modern designer furniture, lighting & accessories 70% off retail. Find Your Own True Treasure at One of Our Locations. We Deliver. Luxury Brands. Palm Beach Estate. Best Of Palm Beach. Sell Fast. Consign Now. ‎About Us · ‎Consignment FAQ's True · ‎Contact Us Now · ‎Location · ‎Shop True Treasures Inc",About Us,Consignment FAQ's True,Contact Us Now,Location,https://truetreasuresinc.com/about-us/,https://truetreasuresinc.com/consignment-faqs/,https://truetreasuresinc.com/contact-us/,https://truetreasuresinc.com/locations/,2023-01-29,designer chandeliers,"Istanbul,Istanbul,Turkey"
6,Tommasi Glass Lighting online - Shop Glass Chandeliers,,https://www.tommasi.it/en/negozio/chandeliers/murano-glass-chandelier-5-lights-5/,https://www.tommasi.it/,,https://www.google.com/aclk?sa=l&ai=DChcSEwjjpOncn-38AhWGuMgKHTXqAH8YABADGgJxdQ&ae=2&sig=AOD64_2QVUHE_6U1C4yMngO0RoUW_k0rXg&q&adurl,2020 Catalogs Murano Glass Chandeliers Direct from Venice.Public and wholesale sales. 24kt gold leaf.Colored style and replacements.Original Murano Glass Chandeliers with price. Competitive prices. Wholesale supply. Insured ship. Original Products. ‎Factory/Shop website · ‎Glass Jewelry and Beads · ‎Where we are · ‎Become a dealer,Factory/Shop website,Glass Jewelry and Beads,Where we are,Become a dealer,https://www.tommasi.it/en/product-category/jewelry/,https://www.tommasi.it/i-nostri-prodotti/,https://www.tommasi.it/contatti/,https://www.tommasi.it/en/become-a-dealer/,2023-01-29,designer chandeliers,"Istanbul,Istanbul,Turkey"
1,Luxury Lighting,,https://www.avenila.com/collections/luxury-items/over-1500,https://www.avenila.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwiGuPCUoe38AhUZjsgKHe_OAOYYABACGgJxdQ&ae=2&sig=AOD64_1bv-WOZQCvjWFNmZuW_5ouLI_r3g&q&adurl,"Modern and sleek designs at wholesale prices. Shop chandeliers, outdoor lights and more during our black friday week sale.",,,,,,,,,2023-01-29,lighting luxury,"Istanbul,Istanbul,Turkey"
2,Luxury Lighting | Classical Contemporary Designs,,https://www.decolight.co.uk/,https://www.decolight.co.uk/,,https://www.google.com/aclk?sa=l&ai=DChcSEwiGuPCUoe38AhUZjsgKHe_OAOYYABAAGgJxdQ&ae=2&sig=AOD64_2JJeDD3DT-uBNwKbhHS3EqfafAAA&q&adurl,Heathfield & Co Lighting. Mitzy Lighting Collection. Visual Comfort Europe. Designer Luxury Lighting For The Interior Design And Retail Market.,,,,,,,,,2023-01-29,lighting luxury,"Istanbul,Istanbul,Turkey"
3,Luxury & High End Chandeliers - Manufacturer WRANOVSKY,,https://wranovsky.com/,https://www.wranovsky.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwiGuPCUoe38AhUZjsgKHe_OAOYYABABGgJxdQ&ae=2&sig=AOD64_1MOkUE_8LSX7_m8rBFHsPjEocU9g&q&adurl,"We're experts in luxury chandeliers, manufacturing for the world for more than 25 years. Discover a selection of luxurious chandeliers from the Czech manufacturer WRANOVSKY. Manufacturer Prices. Worldwide Shipping. Styles: Crystal Chandeliers, Brass Chandeliers. ‎All Crystal Chandeliers · ‎Commercial Projects · ‎Residential Projects · ‎Komerční projekty",All Crystal Chandeliers,Commercial Projects,Residential Projects,Komerční projekty,https://wranovsky.com/products,https://wranovsky.com/projects/commercial-hospitality-projects,https://wranovsky.com/projects/residential-projects,https://cs.wranovsky.com/projects/commercial-hospitality-projects,2023-01-29,lighting luxury,"Istanbul,Istanbul,Turkey"
1,Important famous chandelier - Cà Rezzonico Chandelier,,https://www.vetreriaartisticarosa.it/en/,https://www.vetreriaartisticarosa.it/classic/chandeliers,,https://www.google.com/aclk?sa=l&ai=DChcSEwir1YSWoe38AhUUicgKHRjMAG4YABAYGgJxdQ&ae=2&sig=AOD64_3ffoQl7I0G252MT6cbs-P8QFbknw&q=&ved=2ahUKEwiPmv6Voe38AhVIElkFHUhNCRgQh78CegQICRAB&adurl=,The glass masters of the Rosa family produce the chandeliers by hand as they once did. We are a Venetian artistic furnace that produces famous blown glass...,Luxury glass chandeliers,Modern glass chandeliers,,,https://www.vetreriaartisticarosa.it/categories-en/en/luxury-artistic-chandeliers/luxury-artistic-chandeliers,https://www.vetreriaartisticarosa.com/english/modern-murano-chandeliers/,,,2023-01-29,lighting luxury,"Dubai,Dubai,United Arab Emirates"
2,IDesign interiors - Interior Design Company Dubai,,https://www.idesignuae.com/,https://www.idesignuae.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwir1YSWoe38AhUUicgKHRjMAG4YABARGgJxdQ&ae=2&sig=AOD64_07ben1iE-y-KFbE6BAX7BtcWeQlQ&q&adurl,Get in touch today to discuss your ideas with our highly qualified interior designers. On-time...,,,,,,,,,2023-01-29,lighting luxury,"Dubai,Dubai,United Arab Emirates"
3,Lives | High-End Lighting & Decor Experts in Dubai,,https://lightandlives.com/,https://www.lightandlives.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwir1YSWoe38AhUUicgKHRjMAG4YABASGgJxdQ&ae=2&sig=AOD64_1AE7cSpZnlXWSwc_x3-6TiRfVPiw&q&adurl,Discover Iconic Modern Decor & Lighting created by Award-Winning Designers. Shop now!,,,,,,,,,2023-01-29,lighting luxury,"Dubai,Dubai,United Arab Emirates"
4,Sunwe Luxury Living - Luxury furniture Manufacturer.,,http://www.sunweluxuryliving.com/products.php?id=288,http://www.sunweluxuryliving.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwir1YSWoe38AhUUicgKHRjMAG4YABAUGgJxdQ&ae=2&sig=AOD64_2jMZZ2w1GJvE1I-ph9NQtB6GI5rA&q&adurl,"Each Luxury Villa, flats can highly customized to the owners taste and practical usage.",,,,,,,,,2023-01-29,lighting luxury,"Dubai,Dubai,United Arab Emirates"
1,led lighting price - lamp shade,,https://www.saspeciale.com/,https://www.saspeciale.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwiczNanou38AhWVSXIKHerNALoYABACGgJxdQ&ae=2&sig=AOD64_3qJw5nkFGUuWozOFwdKkBqaXmC8w&q&adurl,"Adds the aesthetics of the place with wonderful and distinctive lights, Modern and simple designs in your home. Low price guarantee. 24 7 customer service. Easy returns. Price matching. العروض: ساعة رملية مع اضاءة, لا تأخذ مساحة, منظر جميل و رائع. ‎LED Floor lamp · ‎Moon Lamp Galaxy",LED Floor lamp,Moon Lamp Galaxy,,,https://www.saspeciale.com/products/rgb-led-floor-lamp-bedroom-bedside-decoration-wall-corner-floor-light-living-room-art-decor-remote-indoor-party-stand-lighting-1,https://www.saspeciale.com/,,,2023-01-29,expensive lighting,"Istanbul,Istanbul,Turkey"
2,revolutionary color matching - Luminaire lighting company,,https://www.just-normlicht.com/proofstation,https://www.just-normlicht.com/proofstation,,https://www.google.com/aclk?sa=l&ai=DChcSEwiczNanou38AhWVSXIKHerNALoYABAJGgJxdQ&ae=2&sig=AOD64_20hvVdXYMG3-4PcgJLQAMVgDHYuw&q=&ved=2ahUKEwiR-M2nou38AhUyFlkFHXz6CS0Qh78CegQICBAB&adurl=,LED proofStation Awards. More than Just Dimming. Soft Proofing with LEDs. New LED proofing station with standardized led light D50 and D65. Geringer Metamerie-Index. Tageslicht. Hohe Farbwiedergabe. Farbtemperatur 5000 K.... ‎Contact Us · ‎See the product range. · ‎Information & Services · ‎Colour Viewing Devices,Contact Us,See the product range.,Information & Services,Colour Viewing Devices,https://www.just-normlicht.com/en/team.html,https://www.just-normlicht.com/en/productprogram.html,https://www.just-normlicht.com/en/information-services.html,https://www.just-normlicht.com/en/color-proofing-d50-graphic-arts.html,2023-01-29,expensive lighting,"Istanbul,Istanbul,Turkey"
3,"Avenila - Interior Lighting, Design & More - Luxury Lighting",,https://www.avenila.com/collections/luxury-items/600-900,https://www.avenila.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwiczNanou38AhWVSXIKHerNALoYABABGgJxdQ&ae=2&sig=AOD64_367Ib5nP3M0pdanStltnysvXlk2w&q&adurl,"Shop chandeliers, outdoor lights and more during our black friday week sale. Modern and sleek designs at wholesale prices.",,,,,,,,,2023-01-29,expensive lighting,"Istanbul,Istanbul,Turkey"
1,Venetian pendant lights - Large Murano glass chandeliers,,https://www.vetreriaartisticarosa.it/en/,https://www.vetreriaartisticarosa.it/classic/chandeliers,,https://www.google.com/aclk?sa=l&ai=DChcSEwjxkL-oou38AhUS4MgKHUMTB3IYABARGgJxdQ&ae=2&sig=AOD64_0im4QUBtQXO97LwkGAbW5yTFcNDw&q&adurl,The glass masters of the Rosa family produce the chandeliers by hand as they once did,Luxury glass chandeliers,Modern glass chandeliers,Lampadari luxury,Classic glass chandeliers,https://www.vetreriaartisticarosa.it/categories-en/en/luxury-artistic-chandeliers/luxury-artistic-chandeliers,https://www.vetreriaartisticarosa.com/english/modern-murano-chandeliers/,https://www.vetreriaartisticarosa.it/cat/lampadari-artistici-luxury/lampadari-artistici-luxury,https://www.vetreriaartisticarosa.it/categories-en/en/luxury-chandeliers/classic-luxury-chandeliers,2023-01-29,expensive lighting,"Dubai,Dubai,United Arab Emirates"
2,Lives | High-End Lighting & Decor Experts in Dubai,,https://lightandlives.com/,https://www.lightandlives.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwjxkL-oou38AhUS4MgKHUMTB3IYABATGgJxdQ&ae=2&sig=AOD64_0nX2HXZ5oVLUSBWbr94X-EQF2pYw&q&adurl,Discover Iconic Modern Decor & Lighting created by Award-Winning Designers. Shop now!,,,,,,,,,2023-01-29,expensive lighting,"Dubai,Dubai,United Arab Emirates"
3,Jean Perzel : Luxury Lights - French Art Lighting,,https://www.perzel.fr/en/,http://www.perzel.fr/en/art-lights,,https://www.google.com/aclk?sa=l&ai=DChcSEwjxkL-oou38AhUS4MgKHUMTB3IYABASGgJxdQ&ae=2&sig=AOD64_3hrOWuFgGsW84sFZrQlVy14TXHUg&q&adurl,"Art lightings designer since 1923. Lamps, floor lamps, ceiling lights, sconces. Since 1923.",,,,,,,,,2023-01-29,expensive lighting,"Dubai,Dubai,United Arab Emirates"
1,Luxury Lighting,,https://www.avenila.com/collections/luxury-items/modern-lighting,https://www.avenila.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwjwnMb5pO38AhXqFdQBHS1SAugYABACGgJvYQ&ae=2&sig=AOD64_2_nlRRr8rkEz0TE_TsqCz82Vciag&q&adurl,"Modern and sleek designs at wholesale prices. Shop chandeliers, outdoor lights and more during our black friday week sale.",,,,,,,,,2023-01-29,lighting luxury,"Istanbul,Istanbul,Turkey"
2,Luxury Lighting | Classical Contemporary Designs,,https://www.decolight.co.uk/,https://www.decolight.co.uk/,,https://www.google.com/aclk?sa=l&ai=DChcSEwjwnMb5pO38AhXqFdQBHS1SAugYABABGgJvYQ&ae=2&sig=AOD64_3eDWbAAx0ng83o3UPLXS4NRHaZ1w&q&adurl,Leading American Decorative Lighting Collection Now Available To Order. Designer Luxury Lighting For The Interior Design And Retail Market.,,,,,,,,,2023-01-29,lighting luxury,"Istanbul,Istanbul,Turkey"
3,floor lamp - اضواء,,https://www.saspeciale.com/,https://www.saspeciale.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwjwnMb5pO38AhXqFdQBHS1SAugYABADGgJvYQ&ae=2&sig=AOD64_0PrjbHlwjQ36N4NuMvxQFcEaaKKA&q&adurl,"Adds the aesthetics of the place with wonderful and distinctive lights, Modern and simple designs in your home. Easy returns. 24 7 customer service. Low price guarantee. Price matching. العروض: ساعة رملية مع اضاءة, لا تأخذ مساحة, منظر جميل و رائع. ‎LED Floor lamp · ‎Moon Lamp Galaxy",LED Floor lamp,Moon Lamp Galaxy,,,https://www.saspeciale.com/products/rgb-led-floor-lamp-bedroom-bedside-decoration-wall-corner-floor-light-living-room-art-decor-remote-indoor-party-stand-lighting-1,https://www.saspeciale.com/,,,2023-01-29,lighting luxury,"Istanbul,Istanbul,Turkey"
4,OIALIGHT - Bodrum Rattan,,https://www.oialight.com/,https://www.oialight.com/,,https://www.google.com/aclk?sa=l&ai=DChcSEwjwnMb5pO38AhXqFdQBHS1SAugYABAAGgJvYQ&ae=2&sig=AOD64_3jTWTfqbagYS5oMTjIJG4XdOyqUQ&q&adurl,"El örmesi olup %100 bambu, rattan ve deniz sazı materyallerde avize modelleri. Birbirinden farklı modelleriyle satışta. Rattan. ve seçili ürünlerde. Deniz Sazı. ücretsiz kargo! İndirimleri Kaçırma. Bambu. Kaçırılmayacak Fırsatlar. Aynı gün kargo. Oialight Avize Modelleri.",,,,,,,,,2023-01-29,lighting luxury,"Istanbul,Istanbul,Turkey"
1,Italian Luxury Lighting - One of a Kind Designs,,https://nellavetrina.com/,https://www.nellavetrina.com/,https://nellavetrina.com/product-category/lighting,https://www.google.com/aclk?sa=l&ai=DChcSEwixvr_Wqe38AhWIEkwKHYr8AU8YABBAGgJvYQ&sig=AOD64_2dMGg_351zYCQv1lDSQ6Wcsmo6VQ&q&adurl,Explore Our Luxury Selection Of Handcrafted Italian Designs Made To Measure In Italy. Our Collections Are Created by World-Renowned Italian Designers & Local Craftsmen. ,,,,,,,,,2023-01-29,lighting luxury,
